GeneID	ANNOTATION_SYMBOL	NAME	ISC	EB	EC	EE	VM
FBgn0001404	CG9659	egghead	8.650	13.283	23.967	22.912	20.570
FBgn0001491	CG1639	lethal (1) 10Bb	22.050	22.506	29.442	25.863	17.334
FBgn0001565	CG1666	Helicase	42.516	30.820	34.503	19.242	21.681
FBgn0001612	CG10988	lethal (1) discs degenerate 4	1.207	0.988	0.820	0.685	0.860
FBgn0001624	CG1725	discs large 1	0.464	0.392	0.509	0.921	0.345
FBgn0001941	CG9078	infertile crescent	53.415	117.564	93.730	55.916	87.733
FBgn0001942	CG9075	Eukaryotic initiation factor 4a	207.955	154.246	145.101	106.904	124.660
FBgn0001961	CG8978	"Actin-related protein 2/3 complex, subunit 1"	25.310	23.684	12.390	19.454	8.449
FBgn0001965	CG7793	Son of sevenless	1.884	1.421	1.232	2.363	1.351
FBgn0001967	CG16880	Nimrod C3	0.124	0.011	0.041	0.056	0.098
FBgn0001970	CG7480	Polypeptide N-acetylgalactosaminyltransferase 35A	0.060	0.059	0.062	0.143	0.091
FBgn0001974	CG3688	lethal (2) 35Bd	3.165	2.510	3.455	2.552	1.858
FBgn0001977	CG4180	CIAPIN1 ortholog	10.624	13.309	13.767	11.388	12.361
FBgn0001978	CG3647	shuttle craft	8.408	10.401	7.675	3.995	6.156
FBgn0001981	CG3758	escargot	168.941	65.483	95.662	31.918	25.664
FBgn0001983	CG4158	worniu	0.384	0.379	0.175	0.001	0.054
FBgn0001986	CG4152	lethal (2) 35Df	2.999	2.713	2.935	1.337	1.345
FBgn0001987	CG3903	Gliotactin	1.672	4.898	3.102	4.099	5.269
FBgn0001989	CG13240	lethal (2) 35Di	35.766	30.145	39.876	32.903	30.119
FBgn0001990	CG4148	weckle	1.064	1.007	1.248	0.846	0.610
FBgn0001991	CG4894	Ca[2+]-channel protein alpha[[1]] subunit D	0.025	0.004	0.015	2.943	0.030
FBgn0001992	CG4163	Cyp303a1	0.013	0.085	0.385	0.033	0.086
FBgn0001994	CG7664	cropped	48.582	25.939	24.325	38.164	21.316
FBgn0001995	CG5818	mitochondrial ribosomal protein L4	21.365	32.917	50.293	31.101	26.431
FBgn0002021	CG10655	lethal (2) 37Bb	7.310	14.046	11.448	10.614	7.473
FBgn0002022	CG10449	Catecholamines up	10.625	14.885	15.029	15.871	34.499
FBgn0002023	CG10699	Lim3	0.125	0.315	0.405	0.130	0.518
FBgn0002031	CG10691	lethal (2) 37Cc	133.977	168.654	133.791	52.198	79.989
FBgn0002036	CG10561	-	1.167	1.175	2.019	4.662	2.461
FBgn0002044	CG10084	second mitotic wave missing	1.837	1.607	1.671	2.721	2.056
FBgn0002069	CG3821	Aspartyl-tRNA synthetase	120.953	113.810	122.277	41.351	99.053
FBgn0002121	CG2671	lethal (2) giant larvae	4.585	4.915	3.911	1.758	3.010
FBgn0002174	CG5504	lethal (2) tumorous imaginal discs	6.465	6.585	8.900	5.811	5.427
FBgn0002183	CG1828	dre4	3.964	2.459	2.017	1.254	1.370
FBgn0002283	CG4195	lethal (3) 73Ah	7.225	6.302	6.473	8.622	4.109
FBgn0002284	CG4097	Proteasome beta6 subunit	146.366	190.294	161.008	135.369	125.972
FBgn0002306	CG2507	stranded at second	0.031	0.494	0.298	0.025	1.035
FBgn0002354	CG7620	lethal (3) 87Df	9.578	19.886	21.096	45.385	18.007
FBgn0002413	CG2048	discs overgrown	6.032	4.410	4.642	4.690	2.861
FBgn0002431	CG9484	hyperplastic discs	2.123	2.870	2.720	2.125	1.835
FBgn0002440	CG12755	lethal (3) malignant blood neoplasm	0.011	0.125	0.094	0.862	0.051
FBgn0002441	CG5954	lethal (3) malignant brain tumor	0.218	0.468	0.416	0.328	0.690
FBgn0002466	CG10522	sticky	0.783	0.135	0.082	0.034	0.122
FBgn0002521	CG17743	pleiohomeotic	2.786	2.642	2.673	3.044	1.863
FBgn0002522	CG1264	labial	1.873	1.748	4.946	5.771	3.569
FBgn0002524	CG4162	lace	16.394	24.123	22.017	20.473	20.549
FBgn0002525	CG6944	Lamin	8.894	6.125	5.480	5.685	6.346
FBgn0002526	CG10236	Laminin A	19.940	23.093	23.209	0.674	8.503
FBgn0002528	CG3322	Laminin B2	9.970	5.100	6.073	1.514	4.184
FBgn0002531	CG11650	Larval cuticle protein 1	0.001	0.002	0.148	0.105	0.043
FBgn0002533	CG8697	Larval cuticle protein 2	0.002	0.000	0.013	0.030	0.046
FBgn0002534	CG2043	Larval cuticle protein 3	0.007	0.024	0.063	0.057	0.043
FBgn0002535	CG2044	Larval cuticle protein 4	0.018	0.018	0.032	0.032	0.038
FBgn0002542	CG2684	lodestar	1.307	0.689	0.701	0.292	0.401
FBgn0002543	CG5481	leak	24.514	5.242	9.513	1.788	0.976
FBgn0002552	CG11770	lines	0.220	0.122	0.160	0.188	0.089
FBgn0002561	CG3839	lethal of scute	0.030	0.041	0.057	0.046	0.072
FBgn0002562	CG2559	Larval serum protein 1 alpha	0.001	0.020	0.000	0.007	0.008
FBgn0002563	CG4178	Larval serum protein 1 beta	0.040	0.272	0.181	0.104	0.154
FBgn0002564	CG6821	Larval serum protein 1 gamma	0.000	1.406	1.419	0.134	0.135
FBgn0002565	CG6806	Larval serum protein 2	0.004	0.014	0.103	0.009	0.013
FBgn0002566	CG18028	light	1.780	2.180	2.156	2.339	1.415
FBgn0002567	CG8024	lightoid	3.418	8.469	5.011	9.466	5.807
FBgn0002569	CG8694	Maltase A2	8.048	11.015	24.932	325.743	128.078
FBgn0002570	CG8696	Maltase A1	48.462	52.742	275.808	55.782	925.203
FBgn0002571	CG8695	Maltase A3	6.370	5.172	7.873	423.553	87.183
FBgn0002573	CG32120	senseless	0.483	0.019	0.021	0.484	0.311
FBgn0002576	CG1689	lozenge	0.088	0.125	0.585	0.244	0.180
FBgn0002577	CG9369	miniature	0.109	0.333	0.318	0.145	0.302
FBgn0002578	CG8342	Kazal-type protease inhibitor m1	15.350	94.048	83.620	497.641	106.774
FBgn0002579	CG7622	Ribosomal protein L36	2329.835	2224.929	2153.013	990.427	1524.889
FBgn0002590	CG8922	Ribosomal protein S5a	6159.409	6081.138	5132.437	1818.513	3395.363
FBgn0002592	CG6104	"Enhancer of split m2, Bearded family member"	1.966	7.253	2.157	6.109	4.616
FBgn0002593	CG4087	Ribosomal protein LP1	3438.148	3345.023	2633.416	1186.330	2888.031
FBgn0002607	CG2746	Ribosomal protein L19	4641.599	5536.083	3975.283	1666.369	3337.395
FBgn0002609	CG8346	"Enhancer of split m3, helix-loop-helix"	78.664	56.441	60.266	3.229	13.022
FBgn0002622	CG6779	Ribosomal protein S3	8627.663	7929.622	7205.950	3257.081	4139.855
FBgn0002626	CG7939	Ribosomal protein L32	601.806	603.391	512.832	242.179	388.877
FBgn0002629	CG6099	"Enhancer of split m4, Bearded family member"	2.166	0.097	0.560	0.290	0.016
FBgn0002631	CG6096	"Enhancer of split m5, helix-loop-helix"	0.737	0.148	0.119	0.033	0.024
FBgn0002632	CG8354	"Enhancer of split m6, Bearded family member"	3.612	1.472	2.413	1.312	0.660
FBgn0002633	CG8361	"Enhancer of split m7, helix-loop-helix"	16.787	8.812	3.176	2.591	2.576
FBgn0002638	CG10480	Regulator of chromosome condensation 1 ortholog (H. sapiens)	2.666	6.051	3.667	2.022	3.289
FBgn0002641	CG1692	maroon-like	6.748	10.656	10.239	14.936	9.925
FBgn0002643	CG8118	mastermind	1.238	0.668	0.645	2.694	0.611
FBgn0002645	CG1483	Microtubule-associated protein 205	1.360	1.861	2.004	0.958	1.243
FBgn0002652	CG4711	squash	1.213	1.777	1.948	0.492	1.273
FBgn0002673	CG4965	twine	1.005	1.125	0.749	0.383	0.653
FBgn0002707	CG3697	meiotic 9	1.892	1.909	1.933	0.850	0.881
FBgn0002709	CG8923	meiotic 218	0.056	0.047	0.054	0.040	0.048
FBgn0002715	CG5303	meiotic from via Salaria 332	7.548	14.573	7.490	1.915	3.548
FBgn0002716	CG7753	meiotic W68	0.114	0.220	0.510	0.247	0.239
FBgn0002719	CG10120	Malic enzyme	16.197	35.693	15.549	22.619	34.209
FBgn0002723	CG1705	Methoprene-tolerant	2.284	2.352	3.423	2.840	3.613
FBgn0002732	CG8337	"Enhancer of split malpha, Bearded family member"	805.787	279.844	369.953	27.961	60.077
FBgn0002733	CG14548	"Enhancer of split mbeta, helix-loop-helix"	419.144	365.561	365.826	23.852	72.160
FBgn0002734	CG8328	"Enhancer of split mdelta, helix-loop-helix"	1.621	0.489	0.277	0.693	0.483
FBgn0002735	CG8333	"Enhancer of split mgamma, helix-loop-helix"	28.143	3.493	10.397	0.765	0.570
FBgn0002736	CG9401	mago nashi	29.139	30.739	29.938	20.793	17.626
FBgn0002772	CG5596	Myosin alkali light chain 1	0.065	0.266	0.121	0.177	2.533
FBgn0002773	CG2184	Myosin light chain 2	0.445	1.385	0.404	0.737	18.138
FBgn0002774	CG11680	maleless	1.902	1.186	1.924	1.993	1.218
FBgn0002775	CG8631	male-specific lethal 3	1.471	0.915	1.858	2.170	1.749
FBgn0002778	CG3297	minidiscs	4.173	4.131	3.589	2.239	0.877
FBgn0002780	CG2050	modulo	55.959	59.578	42.799	10.114	21.141
FBgn0002781	CG32491	modifier of mdg4	1.696	1.282	1.389	2.343	0.994
FBgn0002783	CG18740	moira	3.440	1.680	2.150	1.704	1.427
FBgn0002787	CG3416	Regulatory particle non-ATPase 8	18.306	22.983	21.370	22.002	20.435
FBgn0002789	CG4696	Muscle protein 20	0.164	1.711	0.150	1.223	14.354
FBgn0002791	CG3060	morula	2.993	3.436	4.150	3.473	2.727
FBgn0002838	CG14251	male sterile (3) K81	0.032	0.074	0.064	0.022	0.046
FBgn0002842	CG11308	spermatocyte arrest	0.018	0.057	0.091	0.089	0.019
FBgn0002855	CG8982	Accessory gland protein 26Aa	0.849	0.025	0.155	0.175	0.112
FBgn0002856	CG9024	Accessory gland protein 26Ab	0.019	0.000	0.004	0.074	0.004
FBgn0002862	CG17956	Male-specific RNA 87F	0.120	0.103	0.019	0.090	0.031
FBgn0002863	CG17924	Accessory gland protein 95EF	0.000	0.000	0.000	0.000	0.000
FBgn0002865	CG11719	Male-specific RNA 98Ca	0.002	0.178	0.000	0.002	0.013
FBgn0002868	CG9470	Metallothionein A	824.320	780.813	2805.046	1917.249	5180.763
FBgn0002869	CG4312	Metallothionein B	187.527	636.503	387.173	1869.820	184.453
FBgn0002872	CG1960	mutator 2	0.160	0.117	0.126	0.144	0.067
FBgn0002873	CG12047	mushroom body defect	0.047	0.013	0.016	0.011	0.012
FBgn0002878	CG11156	mutagen-sensitive 101	0.137	0.119	0.095	0.077	0.068
FBgn0002887	CG10890	mutagen-sensitive 201	0.000	0.000	0.000	0.000	0.000
FBgn0002891	CG1925	mutagen-sensitive 205	0.216	0.313	0.130	0.182	0.133
FBgn0002899	CG7972	mutagen-sensitive 301	0.209	0.374	0.308	0.207	0.133
FBgn0002901	CG7347	mutagen-sensitive 304	0.672	0.712	0.951	0.682	0.335
FBgn0002905	CG6019	mutagen-sensitive 308	0.167	0.197	0.411	0.382	0.174
FBgn0002906	CG6920	Bloom syndrome helicase ortholog	0.260	0.266	0.444	0.585	0.316
FBgn0002909	CG8601	mutagen-sensitive 312	0.000	0.000	0.000	0.000	0.000
FBgn0002914	CG9045	Myb oncogene-like	1.593	0.967	1.255	0.755	0.767
FBgn0002917	CG1517	narrow abdomen	0.011	0.002	0.023	0.187	0.016
FBgn0002921	CG5670	Na pump alpha subunit	5.384	4.217	3.756	8.148	3.879
FBgn0002922	CG10250	nautilus	0.006	0.003	0.002	0.004	0.002
FBgn0002924	CG7831	non-claret disjunctional	3.099	1.222	0.832	0.516	1.061
FBgn0002926	CG10129	nudel	0.014	0.046	0.013	0.021	0.021
FBgn0002930	CG1857	necrotic	0.393	3.051	1.389	0.410	8.539
FBgn0002931	CG11450	net	0.122	0.209	0.273	0.350	0.450
FBgn0002932	CG11988	neuralized	1.689	1.688	1.362	2.570	1.835
FBgn0002933	CG10781	new glue 1	0.004	0.000	0.034	0.005	0.000
FBgn0002936	CG3966	neither inactivation nor afterpotential A	0.359	0.431	0.059	0.178	0.234
FBgn0002937	CG9347	neither inactivation nor afterpotential B	0.027	0.069	0.070	0.037	0.059
FBgn0002938	CG5125	neither inactivation nor afterpotential C	0.003	0.008	0.027	0.023	0.037
FBgn0002939	CG31783	neither inactivation nor afterpotential D	0.001	0.005	0.675	0.135	1.735
FBgn0002940	CG4550	neither inactivation nor afterpotential E	0.677	0.204	0.146	0.419	0.231
FBgn0002941	CG6534	slouch	0.072	0.069	0.030	0.023	0.023
FBgn0002945	CG11614	naked cuticle	0.633	0.410	0.307	0.542	0.672
FBgn0002948	CG1763	no distributive disjunction	3.137	0.553	1.730	4.194	1.120
FBgn0002962	CG5637	nanos	0.005	0.005	0.006	0.014	0.008
FBgn0002968			4.664	2.115	2.950	2.425	1.697
FBgn0002973	CG3779	numb	2.080	2.855	2.286	5.774	2.909
FBgn0002985	CG3851	odd skipped	2.653	4.073	6.462	13.463	10.495
FBgn0002989	CG3736	okra	0.185	0.190	0.206	0.120	0.106
FBgn0003002	CG1133	odd paired	0.003	0.002	0.005	0.000	0.008
FBgn0003008	CG3029	orange	25.798	21.999	26.530	48.880	23.645
FBgn0003009	CG3134	orientation disruptor	0.000	0.005	0.000	0.002	0.002
FBgn0003011	CG7411	ora transientless	0.012	0.026	0.005	0.020	0.021
FBgn0003015	CG10901	oskar	0.015	0.011	0.028	0.012	0.027
FBgn0003016	CG3479	outspread	1.220	0.712	1.086	0.292	0.291
FBgn0003022			8.841	14.284	7.146	1.945	8.167
FBgn0003023	CG12743	ovarian tumor	0.004	0.005	0.005	0.010	0.008
FBgn0003028	CG6824	ovo	0.019	0.046	0.023	0.030	0.200
FBgn0003034	CG17673	Sex Peptide	0.034	0.032	1.902	0.569	0.040
FBgn0003041	CG8114	pebble	0.740	1.246	0.399	0.077	0.357
FBgn0003042	CG32443	Polycomb	2.538	2.363	3.564	3.368	2.031
FBgn0003044	CG5109	Polycomblike	3.549	2.163	2.834	1.749	1.365
FBgn0003046	CG3440	Pupal cuticle protein	0.765	0.220	0.091	0.194	0.031
FBgn0003048	CG3443	pecanex	0.205	0.188	0.293	0.288	0.217
FBgn0003053	CG12212	pebbled	18.388	14.687	23.538	17.925	17.917
FBgn0003057	CG10598	-	0.013	0.014	0.058	0.088	0.059
FBgn0003060	CG9757	-	0.000	0.015	0.019	0.000	0.007
FBgn0003062	CG9888	Fibrillarin	84.171	57.210	45.986	9.965	16.120
FBgn0003065	CG2150	-	0.111	0.104	0.093	0.103	0.132
FBgn0003067	CG17725	Phosphoenolpyruvate carboxykinase	25.993	30.712	50.698	69.325	148.761
FBgn0003068	CG2647	period	0.599	0.921	0.864	1.415	0.907
FBgn0003071	CG4001	Phosphofructokinase	3.724	4.042	2.012	3.445	5.189
FBgn0003074	CG8251	Phosphoglucose isomerase	10.196	18.587	15.101	17.860	55.204
FBgn0003076	CG5165	phosphoglucose mutase	23.632	32.978	22.135	38.550	53.314
FBgn0003079	CG2845	pole hole	1.564	1.435	1.409	3.277	1.436
FBgn0003082	CG11205	photorepair	0.331	0.398	0.053	0.086	0.043
FBgn0003086	CG10790	Pre-intermoult gene 1	0.265	0.062	0.242	0.370	0.376
FBgn0003087	CG5052	pimples	0.418	0.369	0.357	0.326	0.516
FBgn0003089	CG9614	pipe	0.022	0.152	0.062	0.053	0.084
FBgn0003090	CG11084	prickle	1.446	0.529	0.144	0.989	0.457
FBgn0003091	CG6622	Protein C kinase 53E	0.180	0.053	0.860	2.503	0.519
FBgn0003093	CG1954	Protein C kinase 98E	8.193	5.876	7.879	17.482	8.084
FBgn0003114	CG9183	plutonium	0.458	0.609	0.215	0.416	0.465
FBgn0003116	CG3461	prune	0.759	1.620	2.953	4.570	3.209
FBgn0003117	CG3978	pannier	0.211	0.388	0.250	0.686	0.148
FBgn0003118	CG17077	pointed	2.903	3.995	3.136	2.302	2.097
FBgn0003124	CG12306	polo	6.906	1.214	1.259	0.194	0.735
FBgn0003129	CG9610	Pox meso	0.027	0.140	0.105	0.209	0.416
FBgn0003130	CG8246	Pox neuro	0.033	0.045	0.091	8.298	0.043
FBgn0003132	CG9156	Protein phosphatase 1 at 13C	0.004	0.007	0.031	0.008	0.020
FBgn0003134	CG6593	Protein phosphatase 1alpha at 96A	18.415	16.561	19.089	29.091	63.259
FBgn0003137	CG33103	Papilin	0.006	0.421	0.430	0.015	0.207
FBgn0003138	CG9181	Protein tyrosine phosphatase 61F	7.404	6.580	5.939	5.273	5.660
FBgn0003139	CG12217	Protein phosphatase V	3.213	3.413	4.638	3.033	3.341
FBgn0003140	CG10930	Protein phosphatase Y at 55A	0.000	0.040	0.010	0.003	0.006
FBgn0003141	CG16784	purple	29.242	16.962	21.553	48.679	24.051
FBgn0003145	CG6716	paired	0.006	0.013	0.004	0.014	0.008
FBgn0003149	CG5939	Paramyosin	0.029	0.059	0.062	0.044	0.360
FBgn0003159	CG2841	proximal to raf	0.097	0.208	0.471	1.492	1.108
FBgn0003162	CG9441	Punch	0.133	1.343	0.719	0.331	5.159
FBgn0003165	CG9755	pumilio	1.671	0.937	1.460	7.352	1.090
FBgn0003169	CG7904	punt	1.361	1.572	1.613	2.235	1.412
FBgn0003174	CG11101	pawn	0.053	0.173	0.051	0.011	0.046
FBgn0003175	CG4444	plexus	0.489	0.412	0.451	0.967	0.587
FBgn0003178	CG7070	Pyruvate kinase	48.124	61.249	61.348	49.396	85.053
FBgn0003187	CG6433	quail	0.115	0.121	0.053	0.058	1.468
FBgn0003189	CG18572	rudimentary	1.881	1.331	0.878	0.816	0.390
FBgn0003204	CG1799	raspberry	6.541	6.714	5.837	9.139	3.297
FBgn0003205	CG9375	Ras oncogene at 85D	39.367	41.963	35.686	26.148	24.255
FBgn0003206	CG1167	Ras oncogene at 64B	16.296	9.385	11.280	11.286	6.302
FBgn0003209	CG12437	raw	7.265	5.674	5.696	4.569	4.420
FBgn0003210	CG11427	ruby	0.928	0.865	0.865	0.968	0.863
FBgn0003218	CG11111	retinal degeneration B	0.146	0.145	0.303	0.529	0.295
FBgn0003227	CG31293	recombination-defective	0.123	0.080	0.341	0.202	0.023
FBgn0003231	CG10360	refractory to sigma P	34.044	51.284	60.889	77.549	66.751
FBgn0003248	CG16740	Rhodopsin 2	0.028	0.050	0.035	0.121	0.000
FBgn0003249	CG10888	Rhodopsin 3	0.000	0.000	0.000	0.004	0.000
FBgn0003250	CG9668	Rhodopsin 4	0.173	0.391	0.192	0.673	0.205
FBgn0003254	CG7230	ribbon	0.049	0.068	0.043	0.100	0.074
FBgn0003255	CG8930	rickets	0.013	0.068	0.800	0.100	0.011
FBgn0003256	CG12559	rolled	2.491	4.710	3.913	2.522	2.627
FBgn0003257	CG3593	rudimentary-like	8.845	15.135	11.491	12.158	15.317
FBgn0003261	CG10279	Rm62	22.642	14.120	13.086	9.067	9.742
FBgn0003267	CG6348	rough	0.118	0.108	0.206	0.094	0.390
FBgn0003268	CG1569	rough deal	0.651	0.198	0.170	0.297	0.194
FBgn0003270	CG10393	absent MD neurons and olfactory sensilla	0.068	0.254	0.123	0.278	0.397
FBgn0003274	CG4918	Ribosomal protein LP2	6457.687	3934.185	3732.304	1768.516	3349.682
FBgn0003275	CG1163	RNA polymerase II 18kD subunit	125.024	86.620	89.653	65.551	67.585
FBgn0003277	CG1554	RNA polymerase II 215kD subunit	6.586	5.384	3.784	3.810	3.358
FBgn0003278	CG4033	RNA polymerase I 135kD subunit	4.270	4.296	5.089	2.078	1.985
FBgn0003279	CG5502	Ribosomal protein L4	1892.861	1655.001	1390.820	645.958	1199.900
FBgn0003285	CG4125	roughest	12.563	1.257	2.677	1.420	0.788
FBgn0003292	CG6097	rotated abdomen	0.019	0.029	0.018	0.340	0.020
FBgn0003295	CG1214	roughoid	0.065	0.226	0.461	0.378	0.123
FBgn0003300	CG1849	runt	0.003	0.008	0.011	0.328	0.005
FBgn0003301	CG9533	rutabaga	0.427	0.231	0.335	0.227	0.941
FBgn0003302	CG4336	roughex	1.863	1.365	2.099	2.961	1.383
FBgn0003308	CG7642	rosy	0.481	0.492	0.754	13.232	2.279
FBgn0003310	CG4385	Star	6.864	8.075	5.407	3.709	3.073
FBgn0003312	CG14728	shadow	0.041	0.038	0.042	0.120	0.140
FBgn0003313	CG4922	spalt-adjacent	0.000	0.000	0.000	0.000	0.000
FBgn0003317	CG1891	saxophone	3.129	2.518	3.024	3.273	2.297
FBgn0003319	CG4316	Stubble	1.008	1.696	1.728	0.806	1.267
FBgn0003321	CG1664	small bristles	5.851	4.840	5.523	5.186	4.730
FBgn0003326	CG17579	scabrous	0.151	0.055	0.121	0.591	0.073
FBgn0003328	CG8095	scab	19.654	37.793	26.531	14.719	26.642
FBgn0003330	CG5595	Sex combs extra	14.431	11.808	11.826	10.969	8.056
FBgn0003334	CG9495	Sex comb on midleg	0.918	0.699	0.812	0.909	0.645
FBgn0003339	CG1030	Sex combs reduced	0.003	0.002	0.002	0.002	0.005
FBgn0003345	CG8544	scalloped	1.977	2.191	2.498	1.864	2.004
FBgn0003346	CG9999	Ran GTPase activating protein	10.278	11.061	11.440	5.578	7.388
FBgn0003353	CG3182	seizure	0.376	0.714	0.082	0.525	0.299
FBgn0003356	CG31034	Jonah 99Cii	52.255	1.936	1130.393	3845.924	1049.911
FBgn0003357	CG31362	Jonah 99Ciii	107.323	2.257	1398.294	3997.490	1316.073
FBgn0003358	CG31039	Jonah 99Ci	22.059	1.271	171.295	89.744	477.436
FBgn0003360	CG16944	stress-sensitive B	274.816	447.662	324.661	217.540	220.152
FBgn0003366	CG18085	sevenless	0.008	0.175	0.013	0.083	0.791
FBgn0003371	CG2621	shaggy	2.776	2.042	2.112	3.165	2.706
FBgn0003372	CG3047	Salivary gland secretion 1	0.010	0.010	0.013	0.020	0.006
FBgn0003373	CG11720	Salivary gland secretion 3	0.084	0.355	0.150	0.231	0.082
FBgn0003374	CG12181	Salivary gland secretion 4	0.127	0.046	0.085	0.234	0.048
FBgn0003375	CG7596	Salivary gland secretion 5	0.031	4.704	0.007	0.014	2.333
FBgn0003377	CG18087	Salivary gland secretion 7	9.358	15.912	22.459	14.717	27.100
FBgn0003378	CG6132	Salivary gland secretion 8	1.785	2.812	1.501	11.543	1.168
FBgn0003380	CG12348	Shaker	0.075	0.055	0.294	0.572	0.099
FBgn0003382	CG13209	shavenoid	0.004	0.007	0.010	0.010	0.011
FBgn0003386	CG2822	Shaker cognate w	0.020	0.050	0.045	0.702	0.077
FBgn0003388	CG13478	shade	0.140	0.295	0.224	0.446	0.804
FBgn0003390	CG3135	shifted	4.545	7.830	5.034	0.408	5.620
FBgn0003391	CG3722	shotgun	0.466	0.280	0.277	0.570	0.325
FBgn0003392	CG18102	shibire	1.150	1.156	1.317	1.460	1.266
FBgn0003396	CG7734	schnurri	0.587	0.660	0.611	0.756	0.588
FBgn0003401	CG4735	shutdown	8.252	6.820	3.011	0.357	2.222
FBgn0003410	CG9949	seven in absentia	3.501	3.484	5.054	6.209	3.584
FBgn0003411	CG1641	sisterless A	0.198	0.114	0.078	20.089	0.267
FBgn0003415	CG9936	skuld	0.763	0.656	0.628	1.051	0.667
FBgn0003416	CG4200	small wing	1.775	1.813	2.211	2.624	1.292
FBgn0003423	CG1417	sluggish A	0.082	0.116	0.068	0.132	0.299
FBgn0003429	CG10693	slowpoke	0.040	0.016	0.109	0.938	0.149
FBgn0003430	CG16738	sloppy paired 1	0.313	1.175	0.207	4.174	0.507
FBgn0003435	CG9218	smooth	0.066	0.048	0.091	0.809	0.092
FBgn0003444	CG11561	smoothened	1.171	1.434	1.794	1.407	1.501
FBgn0003447	CG32858	singed	0.020	0.023	0.138	3.251	0.070
FBgn0003448	CG3956	snail	12.482	3.797	1.508	1.094	1.466
FBgn0003449	CG4528	sans fille	88.820	70.122	77.872	76.401	49.049
FBgn0003450	CG7996	snake	0.046	0.070	0.213	0.218	0.061
FBgn0003459	CG3836	stonewall	0.738	0.351	0.448	0.366	0.299
FBgn0003460	CG11121	sine oculis	0.016	0.050	0.085	0.289	0.051
FBgn0003462	CG11793	Superoxide dismutase	196.402	323.794	401.628	642.301	452.615
FBgn0003463	CG9224	short gastrulation	1.261	1.177	1.337	2.075	1.485
FBgn0003464	CG1391	small optic lobes	1.857	2.830	2.332	3.116	2.080
FBgn0003475	CG10076	spire	1.010	1.262	1.105	1.164	1.463
FBgn0003479	CG7948	spindle A	0.545	0.355	0.434	0.799	0.436
FBgn0003480	CG3325	spindle B	18.695	32.879	15.263	8.351	11.190
FBgn0003482	CG31069	spindle D	0.650	0.399	0.414	1.469	0.131
FBgn0003483	CG3158	spindle E	0.288	0.460	0.280	0.248	0.196
FBgn0003486	CG10594	spook	0.045	0.021	0.047	0.195	0.113
FBgn0003495	CG6134	spatzle	5.144	2.616	2.468	0.170	2.403
FBgn0003499	CG7847	stripe	0.013	0.014	0.022	1.161	0.013
FBgn0003502	CG8049	Btk family kinase at 29A	0.729	0.314	0.225	0.053	0.426
FBgn0003507	CG3992	serpent	0.485	0.436	0.424	0.685	0.247
FBgn0003510	CG17957	Serendipity alpha	0.797	0.506	0.477	0.563	0.268
FBgn0003511	CG7938	Serendipity beta	1.670	0.979	2.083	3.979	1.303
FBgn0003512	CG17958	Serendipity delta	11.460	8.343	8.778	10.599	6.024
FBgn0003513	CG6993	spineless	0.007	0.018	0.009	0.016	0.005
FBgn0003514	CG3595	spaghetti squash	250.581	241.573	214.443	159.836	196.073
FBgn0003515	CG4314	scarlet	0.112	0.241	0.616	0.379	0.413
FBgn0003517	CG14792	stubarista	845.943	285.002	366.098	148.949	267.228
FBgn0003520	CG5753	staufen	2.972	1.928	3.543	4.587	2.049
FBgn0003525	CG1395	string	7.393	3.329	5.525	4.467	2.946
FBgn0003527	CG8592	stand still	0.438	0.876	0.383	0.476	0.263
FBgn0003545	CG12298	subito	1.925	0.667	0.396	0.084	0.423
FBgn0003557	CG4244	Suppressor of deltex	1.979	3.623	3.626	3.656	3.919
FBgn0003559	CG17170	suppressor of forked	1.520	1.173	1.328	1.327	0.916
FBgn0003567	CG8573	suppressor of Hairy wing	1.187	1.762	2.161	0.930	1.200
FBgn0003575	CG6222	suppressor of sable	4.431	3.056	2.825	3.636	2.324
FBgn0003598	CG8599	Suppressor of variegation 3-7	0.562	0.290	0.487	0.407	0.411
FBgn0003607	CG8409	Suppressor of variegation 205	92.397	49.670	46.938	67.001	35.422
FBgn0003612	CG8068	Suppressor of variegation 2-10	1.385	1.089	1.111	1.387	0.667
FBgn0003638	CG3019	suppressor of white-apricot	0.535	0.424	0.463	1.053	0.427
FBgn0003651	CG11502	seven up	0.013	0.086	0.064	0.021	0.447
